title,imdb_id,poster_url,language,original_title,overview,release_date,tagline,length,rating,num_votes
Kireedam,tt0237376,https://image.tmdb.org/t/p/w500//q9kN0DzXYuqQWaX2ew7vwjwCQcm.jpg,ml,കിരീടം,"Sethumadhavan, the son of Achuthan Nair, a Police Constable who wishes to make his son an Inspector one day. Sethu, a recent college graduate, has many opportunities to enter different fields but he goes with his father's dream of becoming an Inspector.",1989-01-01,,140,8.8,5829
The Chaos Class Is Waking Up,tt0252490,https://image.tmdb.org/t/p/w500//qiy8MEB2idHMz4hk2OrEurzgKQN.jpg,tr,Hababam Sınıfı Uyanıyor,No overview found.,1976-11-20,,94,8.8,18261
"Saban, Son of Saban",tt0253614,https://image.tmdb.org/t/p/w500//sqbAPSftoXd9z5llk1oKsvzyGBv.jpg,tr,Şaban Oğlu Şaban,No overview found.,1977-12-01,,90,8.8,16244
Burn the Stage: The Movie,tt9151704,https://image.tmdb.org/t/p/w500//pJKy1yvnKh8UjcuYeG3Rt35xHFA.jpg,ko,번 더 스테이지: 더 무비,"Burn the Stage: The Movie is the first movie from BTS, going behind-the-scenes of the BTS WINGS TOUR to reveal the full story of the band’s meteoric rise to fame.  This unmissable cinema event provides an intimate look at what happens when the most successful global boyband of all time breaks down barriers and invades the mainstream music scene.  Exclusive tour footage and brand-new one-on-one interviews with BTS members give fans an unprecedented glimpse into their lives and an opportunity for everyone to celebrate together in movie theaters worldwide.",2018-11-15,"From the deserts to the seas, we were always together",85,8.8,2568
Gundamma Katha,tt0262455,https://image.tmdb.org/t/p/w500//vDGLSY634i5FJ85kO18ExdIsGZv.jpg,te,గుండమ్మ కథ,"Gundamma Katha  is a 1962 Telugu film produced by famous producer duo B. Nagi Reddy and Chakrapani starring mainly S. V. Ranga Rao, N. T. Rama Rao, Akkineni Nageswara Rao, Suryakantham, Jamuna Ramanarao, Savitri, Ramana Reddy, Rajanala Kaleswara Rao, Chaya Devi, L. Vijayalakshmi and Haranath. The plot revolves around the story of a proud mother, Gundamma and the way she was brought on track by her two young sons-in-law.  Released on 7 June 1962, the movie is considered a masterpiece in Telugu movie.",1962-01-01,,166,8.7,1363
My Dear Brother,tt0267351,https://image.tmdb.org/t/p/w500//hEeEXYqDpz8hyx6JxapjcAOG9Yh.jpg,tr,Canım Kardeşim,Two poor men try to find a television as a last wish for the terminally ill brother of one of them.,1973-01-01,,92,8.7,8659
Devasuram,tt0291855,https://image.tmdb.org/t/p/w500//uQfdkSyY8DadeS1d6vgZfZKvgVP.jpg,ml,ദേവാസുരം,"Neelakantan, heir to his father's fortunes, is an apparent menace to society. He once belittles a dancer but later they fall in love. Shekharan, an arch enemy, kidnaps his lover due to an old enmity.",1993-04-14,,160,8.7,4715
Nuvvu Naaku Nachav,tt0311594,https://image.tmdb.org/t/p/w500//5dnkylNdBGDOTJV7VJHUMOOEVms.jpg,te,నువ్వు నాకు నచ్చావ్,"Nuvva Naaku Nachav (Telugu: నువ్వు నాకు నచ్చావ్, English: I Like You) is a Tollywood film which released on September 6, 2001. This film stars Venkatesh and Arti Agarwal in the lead roles. K. Vijaya Bhaskar directed this film. The film was remade in kannada as Gowramma starring Super star Upendra and Ramya and also in Tamil as Vaseegara starring Vijay and Sneha",2001-09-06,... the new love story,150,8.7,3759
Earthlings,tt0358456,https://image.tmdb.org/t/p/w500//fcRUYYyDWLJPlX7D6RPtQwdU7G2.jpg,en,,"Using hidden cameras and never-before-seen footage, Earthlings chronicles the day-to-day practices of the largest industries in the world, all of which rely entirely on animals for profit.",2005-09-24,Make The Connection,95,8.7,17924
Anbe Sivam,tt0367495,https://image.tmdb.org/t/p/w500//3ByzrLc6lWP77UlvgYTjyEOvGab.jpg,ta,அன்பே சிவம்,Nalla Sivam and Anbarasu meet under different circumstances and their lives are changed as they take the journey of their life.,2003-01-14,,160,8.7,16769
Happy Days,tt0765833,https://image.tmdb.org/t/p/w500//k4ITmv37BTDYqIe6H3Kh1epBVi9.jpg,tr,Neşeli Günler,"It is full of joy and kindness, it tells the life of great people, those who love each other with purity, those who share everything and those who care for each other. The music of the movie- which is cheerful when played fast and sorrowful when played gently- is perfect.. Just as perfect as those people in good old times and as the life they represent. The act is so natural that you either find yourself shed tears or laughing as loudly as you can. Every little detail is so fascinating. I do not know what more to say about this film, but it is certainly worth watching again, again and again.",1978-01-01,,92,8.7,10000
The Witness,tt0065067,https://image.tmdb.org/t/p/w500//45ho3J929VhtfYgTAgADQJyorYp.jpg,hu,A tanú,"Known as the best satire about communism, banned for over a decade in Hungary. 'The Witness' has become a cult classic, well received by critics and general audiences when it was finally released outside of Hungary. 'The Witness' takes place during the height of the Rákosi Era, which was closely modeled after the ruthless and brutal Stalin regime. The film follows the life of an ordinary dike keeper, József Pelikán, who has been caught for illegally slaughtering his pig, Dezsõ. Instead of doing hard time for his ""heinous"" crime, Pelikán is elevated into an important position, generally reserved for the communist elite. His new benefactor, the mysterious Comrade Virág, is reluctant to reveal the real reason behind Pelikán's preferential treatment. Thus, begins Pelikán's hilarious adventure deep within the ""sophisticated"" communist society... Until one day, when he gets called for to return the ""favour"" by falsely testifying against his long-time friend in a mock-up show trial.",1969-01-01,,103,8.7,6231
Pink Floyd: Live at Pompeii,tt0069090,https://image.tmdb.org/t/p/w500//rD3xaO8GFnz3672QiugXlKPckdv.jpg,en,,"Stylish film of the British progressive rock band Pink Floyd in 1971 performing a concert with no audience, in the ancient Roman Amphitheatre in the ruins of Pompeii, Italy. Songs are interspersed with interviews, and footage of Pink Floyd in the studio working on their next album, the legendary Dark Side of the Moon.",1972-08-31,More Than a Movie! An Explosive Cinema Concert!,85,8.7,8651
One Flew Over the Cuckoo's Nest,tt0073486,https://image.tmdb.org/t/p/w500//3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,en,,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",1975-11-18,"If he's crazy, what does that make you?",133,8.7,917029
The Fifth Seal,tt0075467,https://image.tmdb.org/t/p/w500//424PoBhfjXKVrxcvDhf1AfcK0kM.jpg,hu,Az ötödik pecsét,"In Budapest in 1944; a watchmaker, a bookseller, and a carpenter are drinking in a bar with the owner when they are joined by a stranger. The watchmaker asks a hypothetical question that will change their lives.",1976-10-07,,106,8.7,3856
Sankarabharanam,tt0079889,https://image.tmdb.org/t/p/w500/null,te,శంకరాభరణం,"The story of a rare and exceptional bond between the master of classical music Sankara Sastry and his admirer Tulasi, a woman from a family of prostitutes.",1979-01-05,,143,8.7,1964
The Empire Strikes Back,tt0080684,https://image.tmdb.org/t/p/w500//7BuH8itoSrLExs2YZSsM01Qk2no.jpg,en,,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",1980-05-20,The Adventure Continues...,124,8.7,1158033
National Theatre Live: Frankenstein,tt1795369,https://image.tmdb.org/t/p/w500//7fIEgY2V89geuN8lvK5XDxexI4N.jpg,en,,"Childlike in his innocence but grotesque in form, Frankenstein’s bewildered creature is cast out into a hostile universe by his horror-struck maker. Meeting with cruelty wherever he goes, the friendless Creature, increasingly desperate and vengeful, determines to track down his creator and strike a terrifying deal.  Urgent concerns of scientific responsibility, parental neglect, cognitive development and the nature of good and evil are embedded within this thrilling and deeply disturbing tale.",2011-03-17,,130,8.7,3200
Wheels,tt2170667,https://image.tmdb.org/t/p/w500//7FQkRsZaF5LYRaRlpiGEbhwOgJ4.jpg,en,,Two suicidal paraplegic junkies hustle their way through the city streets trying to find a reason to live.,2014-04-27,,115,8.7,18074
Shoah,tt0090015,https://image.tmdb.org/t/p/w500//wO01SAnBXwEI8V9CzjOIENioinp.jpg,fr,,"Claude Lanzmann directed this 9½ hour documentary on the Holocaust without using a single frame of archive footage. He interviews survivors, witnesses, and ex-Nazis (whom he had to film secretly since they only agreed to be interviewed by audio). His style of interviewing, by asking for the most minute details, is effective at adding up these details to give a horrifying portrait of the events of Nazi genocide. He also shows, or rather lets some of his subjects show, that the anti-Semitism that caused 6 million Jews to die in the Holocaust is still alive and well in many people who still live in Germany, Poland, and elsewhere.",1985-04-21,,566,8.7,8487
Be Here Now,tt2473476,https://image.tmdb.org/t/p/w500//lOSmCfNnJOcM6BYnTB16OnJAhcP.jpg,en,,"An inspiring feature documentary and love story, about the overnight sensation, actor and international sex symbol, Andy Whitfield, who put the same determination and dedication that he brought to his lead role in ""Spartacus"" into fighting life-threatening cancer.",2015-06-13,Everyone has a hero withing them.,100,8.7,3217
A,tt3178292,https://image.tmdb.org/t/p/w500//Aa9P3T54yQCI9HL4Y6XJA72oG8S.jpg,kn,,"""A"" is a 1998 Indian Kannada language blockbuster psychological love story film written and directed by Upendra. It starred Upendra and Chandni as the lead couple. It was about an unusual love story between a film director and an actress which was narrated through multiple flashbacks within flashbacks and reverse screenplay. The film dealt with various dark truths of film world like the casting couch. Due to the reverse screenplay, the audience were forced to watch it multiple times to understand the story. The movie generated a lot of attention, which began with its rather unusual name. Then there was the subject matter, which dealt with the love affair between a director and his heroine and the dreaded casting couch. The movie discovered human emotions through a different dimension and showed how emotions change with circumstances.",1998-02-12,,148,8.7,1735
Human,tt3327994,https://image.tmdb.org/t/p/w500//vdZgH8cr73DJTLwvyzFpmm9l3xV.jpg,fr,,"A combination of first-person stories and exclusive aerial images, HUMAN is a unique documentary. This sensitive experience is an introspection into whom we are today as a community but also and most importantly as an individual. Through wars, inequalities, discriminations, HUMAN confronts us with the realities and the diversity of our human conditions. Beyond this darker side, testimonies show the empathy and the solidarities which we are capable of. All these contradictions are ours and HUMAN leads us to reflect about the future we wish to give to people and the planet today. Filmed in 60 countries during two years, HUMAN by Yann Arthus-Bertrand draws a portrait of nowaday’s Humanity.",2015-09-12,Accepting your true identity is accepting who you are as a human being.,263,8.7,7623
GoodFellas,tt0099685,https://image.tmdb.org/t/p/w500//6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg,en,,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990-09-12,Three Decades of Life in the Mafia.,145,8.7,1019276
An Insignificant Man,tt3917908,https://image.tmdb.org/t/p/w500//hwvLSwUAlQDWKpPLWfFnBHh6hXT.jpg,en,,"After the anti-corruption protests, Arvind Kejriwal along with his team members forms a new political party to fight the Delhi elections.",2016-10-06,,100,8.7,1853
Thevar Magan,tt0105575,https://image.tmdb.org/t/p/w500//d5F1gfzXzonBs1bvp7DdFaGhtBS.jpg,ta,தேவர் மகன்,"Thevar Magan (English: Thevar's son) is a 1992 Indian Tamil film produced by, written by, and starring Kamal Hassan in the title role. London-educated Saktivelu returns to India and wants to open a chain of restaurants in Chennai. His father, however, wishes that he would stay back and help the villagers.",1992-10-25,Thevar's son,160,8.7,5408
Godhi Banna Sadharana Mykattu,tt4909506,https://image.tmdb.org/t/p/w500//4dImTMse7PPFGHPG6GQuwDng9fB.jpg,kn,ಗೋಧಿ ಬಣ್ಣ ಸಾಧಾರಣ ಮೈಕಟ್ಟು,"Venkob Rao, a widower suffering from Alzheimer's disease, is moved to an old-age home by his son. When he goes missing one day, he crosses swords with criminals.",2016-06-03,,143,8.7,2580
